dataset,mrr,hits@1,hits@5,hits@10
fb237_v1,0.47288646781883237,0.37073170731707317,0.5780487804878048,0.651219512195122
fb237_average_completed,0.47288646781883237,0.37073170731707317,0.5780487804878048,0.651219512195122
