dataset,mrr,hits@1,hits@5,hits@10
fb237_v1,0.5313422836451709,0.44634146341463415,0.6121951219512195,0.6780487804878049
fb237_average_completed,0.5313422836451709,0.44634146341463415,0.6121951219512195,0.6780487804878049
